AnimalID;Feature1;Feature2;Name;DateTime;OutcomeType;OutcomeSubtype;AnimalType;SexuponOutcome;AgeuponOutcome;Breed;Color
A692195;A69;69;Luna;21/11/2014 14:32;Adoption;;Cat;Spayed Female;12 years;Domestic Shorthair Mix;Tortie
A692196;A69;69;Chula;06/01/2015 09:25;Died;In Foster;Cat;Spayed Female;12 years;Domestic Shorthair Mix;Tortie
A692200;A69;69;;16/11/2014 13:41;Return_to_owner;;Cat;Intact Male;1 year;Domestic Shorthair Mix;Orange Tabby
A692201;A69;69;;20/11/2014 12:07;Transfer;Partner;Dog;Neutered Male;2 years;Shih Tzu Mix;White/Brown
A692203;A69;69;Belle;23/11/2014 17:35;Adoption;;Dog;Spayed Female;6 months;Pit Bull Mix;Brown Brindle/White
A692205;A69;69;;17/11/2014 15:23;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair Mix;Black/White
A692208;A69;69;;21/11/2014 08:42;Euthanasia;Suffering;Cat;Intact Female;2 months;Domestic Medium Hair Mix;Black/White
A692209;A69;69;Remi;01/12/2014 14:13;Return_to_owner;;Dog;Spayed Female;3 years;Boxer Mix;Brown/White
A692219;A69;69;Jelly Bean;25/11/2014 18:37;Transfer;SCRP;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Calico
A692221;A69;69;Rocky;05/01/2016 00:00;Transfer;Partner;Dog;Neutered Male;2 years;Labrador Retriever/Pit Bull;Black/White
A692228;A69;69;;21/11/2014 15:20;Transfer;Partner;Dog;Intact Female;8 years;Pit Bull Mix;White/Brown Brindle
A692229;A69;69;Axle;18/11/2014 12:30;Return_to_owner;;Dog;Neutered Male;3 years;Greyhound/Labrador Retriever;Brown/White
A692231;A69;69;Luke;01/12/2014 13:20;Transfer;Partner;Dog;Neutered Male;6 years;Labrador Retriever Mix;Black
A692234;A69;69;;17/11/2014 11:52;Euthanasia;Suffering;Cat;Intact Female;1 month;Domestic Shorthair Mix;Brown Tabby
A692236;A69;69;Samantha;11/12/2014 17:13;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Orange Tabby/White
A692237;A69;69;Sasha;10/12/2014 18:36;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Calico
A692238;A69;69;Sophia;07/12/2014 12:20;Adoption;;Cat;Spayed Female;1 month;Domestic Shorthair;Tortie
A692239;A69;69;Bb;17/11/2014 18:22;Return_to_owner;;Cat;Spayed Female;5 years;Domestic Shorthair Mix;Tortie
A692240;A69;69;;29/11/2014 14:07;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Black
A692242;A69;69;Oreo;18/11/2014 17:14;Transfer;Partner;Dog;Neutered Male;10 months;Rat Terrier/Dachshund;Black/White
A692243;A69;69;;24/11/2014 14:01;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;White/Black
A692245;A69;69;Zane;21/11/2014 15:54;Return_to_owner;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Brown Tabby/White
A692246;A69;69;Alexis;04/12/2014 12:25;Transfer;Partner;Cat;Spayed Female;4 months;Domestic Shorthair Mix;Black
A692247;A69;69;King;04/12/2014 17:26;Transfer;Partner;Dog;Neutered Male;1 year;Plott Hound/Labrador Retriever;Brown Brindle/White
A692251;A69;69;;25/11/2014 18:37;Transfer;SCRP;Cat;Unknown;1 year;Domestic Shorthair Mix;Blue
A692253;A69;69;;25/11/2014 18:38;Transfer;SCRP;Cat;Unknown;1 year;Domestic Shorthair Mix;Brown Tabby
A692255;A69;69;Kallie;28/11/2014 19:07;Return_to_owner;;Cat;Neutered Male;2 years;Domestic Longhair Mix;Orange Tabby/White
A692256;A69;69;;17/11/2014 15:56;Euthanasia;Suffering;Dog;Intact Male;3 years;Standard Poodle Mix;White
A692257;A69;69;;21/11/2014 17:49;Adoption;;Dog;Spayed Female;2 months;Italian Greyhound Mix;White/Tan
A692259;A69;69;Simon;06/12/2014 17:02;Adoption;;Dog;Neutered Male;12 years;Miniature Schnauzer Mix;Black/Brown Brindle
A692263;A69;69;;25/11/2014 18:38;Transfer;SCRP;Cat;Intact Male;2 years;Domestic Shorthair Mix;Black
A692264;A69;69;;25/11/2014 18:39;Transfer;SCRP;Cat;Intact Female;2 years;Domestic Shorthair Mix;Black
A692265;A69;69;;17/11/2014 18:50;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Black
A692266;A69;69;;19/11/2014 10:30;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair Mix;Black
A692267;A69;69;Bastet;28/11/2014 11:12;Died;In Foster;Cat;Intact Male;1 month;Domestic Shorthair Mix;Black
A692268;A69;69;;22/11/2014 18:07;Transfer;Partner;Dog;Spayed Female;7 months;Australian Kelpie Mix;Buff
A692269;A69;69;;22/11/2014 18:08;Transfer;Partner;Dog;Spayed Female;7 months;Australian Kelpie Mix;Black
A692273;A69;69;Molly;29/12/2014 11:43;Adoption;Foster;Dog;Spayed Female;4 years;Dachshund Mix;Red
A692274;A69;69;Charlie;20/11/2014 08:07;Euthanasia;Rabies Risk;Dog;Neutered Male;4 years;Dachshund Mix;Black/Tan
A692275;A69;69;Bo Bo;20/11/2014 17:07;Return_to_owner;;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;White/Brown
A692276;A69;69;Jack;28/11/2014 15:47;Adoption;;Dog;Intact Male;1 year;Miniature Poodle/Golden Retriever;White
A692277;A69;69;Scoobie;04/12/2014 17:28;Transfer;Partner;Dog;Neutered Male;3 years;Pit Bull Mix;Brown Brindle/White
A692291;A69;69;;18/11/2014 15:33;Transfer;Partner;Dog;Intact Female;1 month;Chihuahua Shorthair Mix;Black/White
A692293;A69;69;;18/11/2014 15:33;Transfer;Partner;Dog;Intact Male;1 month;Chihuahua Shorthair Mix;Tricolor
A692294;A69;69;;18/11/2014 15:33;Transfer;Partner;Dog;Intact Male;1 month;Chihuahua Shorthair Mix;Brown Brindle/Black
A692295;A69;69;;25/11/2014 18:39;Transfer;SCRP;Cat;Intact Female;1 year;Domestic Shorthair Mix;Black
A692296;A69;69;Neo;29/11/2014 15:09;Transfer;Partner;Dog;Intact Male;1 year;Shetland Sheepdog Mix;White/Tan
A692297;A69;69;Alvin;30/11/2014 17:48;Adoption;;Dog;Neutered Male;5 years;Flat Coat Retriever Mix;Black
A692298;A69;69;Penny;07/03/2015 16:23;Adoption;;Dog;Spayed Female;9 months;Staffordshire Mix;Yellow Brindle/White
A692300;A69;69;Sky;23/11/2014 18:09;Adoption;;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Black/White
A692309;A69;69;Peeka;26/12/2014 15:45;Transfer;Partner;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Black
A692318;A69;69;Graves;19/11/2014 17:16;Transfer;Partner;Dog;Neutered Male;10 years;Pug;Tan/Black
A692321;A69;69;Zooey;04/12/2014 17:35;Transfer;Partner;Dog;Spayed Female;8 years;Australian Cattle Dog Mix;White/Blue Tick
A692323;A69;69;;18/11/2014 17:27;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair Mix;Black
A692324;A69;69;;18/11/2014 17:28;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair Mix;Brown Tabby
A692325;A69;69;;18/11/2014 17:28;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair Mix;Lilac Point
A692326;A69;69;;18/11/2014 17:28;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair Mix;Blue Tabby
A692327;A69;69;Allie;04/01/2016 17:10;Return_to_owner;;Dog;Spayed Female;1 year;Labrador Retriever Mix;Tan/White
A692328;A69;69;Tiger;23/11/2014 15:29;Adoption;;Dog;Neutered Male;2 months;Pit Bull Mix;Brown Brindle
A692334;A69;69;Princess;11/12/2014 18:35;Adoption;;Cat;Spayed Female;3 months;Domestic Longhair Mix;Black/White
A692336;A69;69;Elvira;30/07/2015 13:51;Adoption;;Dog;Spayed Female;1 year;Pit Bull Mix;Brown Brindle/White
A692337;A69;69;Trixie;17/12/2014 08:03;Adoption;Foster;Dog;Spayed Female;2 years;Cardigan Welsh Corgi Mix;Black/White
A692339;A69;69;Canela;16/03/2015 13:58;Adoption;;Dog;Spayed Female;2 years;Chihuahua Shorthair Mix;Tan
A692340;A69;69;Paul;04/01/2015 15:05;Return_to_owner;;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;Tan/White
A692341;A69;69;Maggie;04/01/2015 14:42;Return_to_owner;;Dog;Spayed Female;2 years;Chihuahua Shorthair Mix;Tan
A692344;A69;69;;18/11/2014 18:56;Euthanasia;Suffering;Cat;Neutered Male;10 years;Domestic Longhair Mix;Gray/White
A692345;A69;69;Jewel;26/12/2014 14:35;Adoption;;Cat;Spayed Female;4 years;Domestic Shorthair Mix;Tortie
A692347;A69;69;Charger;22/11/2014 12:55;Return_to_owner;;Dog;Intact Male;2 years;Pit Bull Mix;Blue/White
A692349;A69;69;;25/11/2014 18:39;Transfer;SCRP;Cat;Intact Female;1 year;Domestic Shorthair Mix;Calico
A692355;A69;69;;25/11/2014 18:40;Transfer;SCRP;Cat;Intact Female;8 months;Domestic Shorthair Mix;Torbie
A692356;A69;69;;25/11/2014 18:40;Transfer;SCRP;Cat;Intact Male;4 months;Domestic Shorthair Mix;Brown Tabby
A692360;A69;69;;18/11/2014 19:22;Euthanasia;Suffering;Cat;Intact Male;2 years;Siamese Mix;Chocolate Point
A692361;A69;69;;21/11/2014 16:22;Transfer;Partner;Dog;Spayed Female;2 years;Yorkshire Terrier;Red/Black
A692362;A69;69;;21/11/2014 16:21;Transfer;Partner;Dog;Intact Female;3 days;Yorkshire Terrier Mix;Tricolor
A692364;A69;69;Caramel;29/11/2014 11:28;Transfer;Partner;Cat;Neutered Male;1 year;Snowshoe Mix;Blue Point
A692366;A69;69;Thomas;06/12/2014 18:12;Adoption;;Cat;Neutered Male;2 months;Domestic Longhair Mix;Brown Tabby
A692367;A69;69;;25/11/2014 13:38;Transfer;Partner;Dog;Spayed Female;5 years;Dachshund;Red
A692369;A69;69;Jack;20/11/2014 14:09;Euthanasia;Rabies Risk;Dog;Neutered Male;1 year;Great Dane Mix;Black/White
A692371;A69;69;;25/11/2014 18:41;Transfer;SCRP;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Torbie/White
A692373;A69;69;Molly;20/12/2014 16:19;Adoption;;Dog;Spayed Female;2 years;Flat Coat Retriever/German Shepherd;Black
A692374;A69;69;Jasper;29/12/2014 11:15;Adoption;Foster;Dog;Neutered Male;2 months;German Shepherd/Labrador Retriever;Black/White
A692375;A69;69;Spinoza;20/12/2014 17:56;Adoption;Foster;Dog;Neutered Male;2 months;German Shepherd/Labrador Retriever;Black/White
A692376;A69;69;;12/12/2014 11:08;Transfer;Partner;Dog;Intact Female;1 month;German Shepherd/Labrador Retriever;Black/White
A692377;A69;69;;12/12/2014 11:08;Transfer;Partner;Dog;Intact Male;1 month;German Shepherd/Labrador Retriever;Black/White
A692379;A69;69;Maunster;20/12/2014 17:23;Adoption;Foster;Dog;Neutered Male;2 months;German Shepherd/Labrador Retriever;Tan
A692381;A69;69;;19/12/2014 16:42;Adoption;Foster;Dog;Neutered Male;1 month;German Shepherd/Labrador Retriever;Brown Brindle/White
A692383;A69;69;Gobble;25/11/2014 14:01;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black/White
A692384;A69;69;Beany;25/04/2015 14:20;Adoption;;Cat;Neutered Male;10 years;Domestic Shorthair Mix;Brown Tabby
A692385;A69;69;Tux;24/11/2014 18:50;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black/White
A692388;A69;69;Mochi;29/11/2014 16:05;Adoption;;Dog;Neutered Male;1 year;German Shepherd Mix;Black/Brown
A692389;A69;69;;23/11/2014 17:30;Adoption;;Dog;Spayed Female;2 months;Pit Bull Mix;Tan/White
A692390;A69;69;Charlize;06/12/2014 11:22;Adoption;;Dog;Intact Female;8 years;Beagle Mix;Black/Tan
A692391;A69;69;Buddy;29/11/2014 17:11;Transfer;Partner;Dog;Neutered Male;6 years;Cocker Spaniel;Black/White
A692392;A69;69;Taz;24/11/2014 13:32;Transfer;Partner;Dog;Intact Male;2 months;Dachshund Wirehair Mix;White/Black
A692394;A69;69;Teddy;01/03/2015 14:41;Adoption;;Dog;Neutered Male;2 years;German Shepherd/Black Mouth Cur;Brown/White
A692395;A69;69;Murdock;19/11/2014 17:42;Return_to_owner;;Dog;Neutered Male;2 years;Basset Hound Mix;Brown/White
A692402;A69;69;Brownie;08/01/2015 12:52;Return_to_owner;;Dog;Spayed Female;2 years;Pit Bull Mix;Tan
A692404;A69;69;Coco;23/11/2014 09:09;Return_to_owner;;Dog;Intact Female;5 years;Chihuahua Shorthair Mix;Black/White
A692406;A69;69;Remington;01/12/2014 16:02;Adoption;;Dog;Neutered Male;1 year;Australian Shepherd/Australian Cattle Dog;Black/Yellow Brindle
A692408;A69;69;Storm;20/11/2014 14:36;Euthanasia;Suffering;Dog;Spayed Female;5 years;Pit Bull Mix;Blue/White
A692412;A69;69;Cooper;16/01/2015 09:31;Adoption;Foster;Cat;Neutered Male;5 months;Domestic Longhair Mix;Black/White
A692413;A69;69;Dexter;28/11/2014 16:19;Adoption;;Dog;Neutered Male;2 years;Dachshund Mix;Black
A692415;A69;69;Jeremiah;14/01/2015 17:40;Transfer;Partner;Dog;Neutered Male;1 year;Miniature Poodle/Maltese;White
A692416;A69;69;;20/11/2014 09:51;Euthanasia;Suffering;Dog;Intact Female;2 years;Pit Bull Mix;Brown Brindle
A692420;A69;69;Fritter;05/03/2015 14:07;Adoption;;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;Tan
A692421;A69;69;Carmelo;20/11/2014 12:11;Transfer;Partner;Dog;Intact Male;1 year;Lhasa Apso Mix;Buff/Black
A692422;A69;69;Reynolds;24/11/2014 17:00;Transfer;Partner;Dog;Neutered Male;10 years;Dachshund Longhair;Black/Tan
A692423;A69;69;Rue;25/11/2014 12:30;Adoption;;Dog;Spayed Female;2 months;Pug/Chihuahua Shorthair;Brown
A692429;A69;69;Maggie;24/11/2014 17:27;Return_to_owner;;Dog;Spayed Female;5 years;Labrador Retriever Mix;Yellow
A692430;A69;69;Bailey;24/11/2014 17:27;Return_to_owner;;Dog;Intact Male;8 years;Labrador Retriever Mix;Yellow
A692433;A69;69;;20/11/2014 14:42;Euthanasia;Suffering;Dog;Intact Male;8 months;Chihuahua Shorthair Mix;Tricolor
A692434;A69;69;;25/11/2014 18:43;Transfer;SCRP;Cat;Intact Female;1 year;Domestic Shorthair Mix;Torbie
A692435;A69;69;;24/11/2014 11:53;Transfer;Partner;Dog;Intact Male;1 year;Chihuahua Shorthair Mix;Chocolate/White
A692436;A69;69;Dez Peanut;28/11/2014 17:24;Adoption;;Dog;Neutered Male;1 year;Dachshund/Chihuahua Shorthair;Brown
A692439;A69;69;Fluffy;20/11/2014 18:32;Return_to_owner;;Dog;Spayed Female;2 years;Soft Coated Wheaten Terrier Mix;White
A692441;A69;69;Wolfe;20/11/2014 18:07;Euthanasia;Suffering;Dog;Intact Male;7 months;Siberian Husky Mix;Red/White
A692448;A69;69;Lacy;07/03/2015 17:26;Adoption;;Dog;Spayed Female;1 year;Pit Bull;Black/White
A692449;A69;69;Daisy;12/02/2015 08:58;Euthanasia;Aggressive;Dog;Spayed Female;2 years;Pit Bull Mix;Tan/White
A692453;A69;69;Shadow;05/12/2014 13:05;Transfer;Partner;Dog;Intact Female;2 years;Miniature Schnauzer;Black
A692456;A69;69;Daisy;03/02/2016 14:55;Adoption;;Dog;Spayed Female;1 year;Pointer Mix;White/Black
A692460;A69;69;;25/11/2014 18:43;Transfer;SCRP;Cat;Intact Female;3 months;Domestic Shorthair Mix;Torbie
A692461;A69;69;Pumpkin;20/11/2014 19:16;Return_to_owner;;Dog;Intact Female;2 years;Yorkshire Terrier Mix;Silver/Brown
A692464;A69;69;Dixie;24/11/2014 13:43;Return_to_owner;;Dog;Spayed Female;11 months;Black Mouth Cur Mix;Brown
A692468;A69;69;Tony;30/11/2014 12:15;Transfer;Partner;Dog;Neutered Male;3 years;Chihuahua Shorthair/Dachshund;Brown/White
A692469;A69;69;Bella;29/11/2014 17:02;Adoption;;Cat;Intact Female;2 months;Siamese Mix;Seal Point
A692470;A69;69;;01/12/2014 11:44;Transfer;Partner;Dog;Spayed Female;1 year;Miniature Poodle Mix;White
A692471;A69;69;Cokito;01/12/2014 11:43;Transfer;Partner;Dog;Neutered Male;2 years;Maltese/Shih Tzu;White
A692472;A69;69;;21/11/2014 09:43;Euthanasia;Suffering;Cat;Intact Male;2 months;Domestic Shorthair Mix;Brown Tabby
A692475;A69;69;;12/01/2015 09:00;Transfer;SCRP;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Black/White
A692477;A69;69;Dobie;21/11/2014 17:29;Adoption;;Dog;Neutered Male;9 years;Dachshund Mix;Tricolor/Tan
A692478;A69;69;Teddy;26/01/2016 15:47;Adoption;Foster;Dog;Neutered Male;3 years;Pit Bull Mix;Fawn
A692479;A69;69;Ashley;10/12/2014 15:07;Transfer;Partner;Cat;Spayed Female;9 years;Domestic Shorthair Mix;Blue Tabby
A692486;A69;69;Dakota;20/01/2015 18:10;Transfer;Partner;Dog;Neutered Male;2 years;Anatol Shepherd Mix;Tan/White
A692487;A69;69;Mallory;25/11/2014 17:54;Adoption;;Dog;Spayed Female;2 years;Maltese/Miniature Poodle;White
A692489;A69;69;;25/11/2014 18:06;Adoption;;Dog;Spayed Female;3 months;Standard Poodle Mix;White
A692490;A69;69;Elroy;04/12/2014 17:20;Transfer;Partner;Dog;Neutered Male;10 months;Labrador Retriever Mix;Black/White
A692491;A69;69;Bailey;31/12/2014 17:20;Adoption;;Dog;Spayed Female;8 months;Black Mouth Cur Mix;Brown/Black
A692492;A69;69;;30/11/2014 14:00;Transfer;Partner;Cat;Spayed Female;2 years;Domestic Medium Hair Mix;Tortie/White
A692495;A69;69;Little Mama;29/08/2015 14:04;Adoption;Offsite;Dog;Spayed Female;11 months;Chihuahua Shorthair Mix;Black/Brown
A692496;A69;69;;25/11/2014 17:48;Adoption;;Dog;Neutered Male;2 years;Miniature Schnauzer Mix;Black
A692499;A69;69;Leah;23/11/2014 18:34;Return_to_owner;;Dog;Spayed Female;3 years;Shih Tzu Mix;Black
A692500;A69;69;Kayo;29/01/2015 14:35;Euthanasia;Aggressive;Dog;Neutered Male;6 years;Dogo Argentino Mix;White/Black
A692504;A69;69;Osyrus;25/11/2014 14:14;Transfer;Partner;Cat;Spayed Female;7 years;Domestic Shorthair Mix;Gray Tabby/White
A692505;A69;69;Chiky;25/11/2014 14:14;Transfer;Partner;Cat;Spayed Female;7 years;Domestic Shorthair Mix;Black/White
A692506;A69;69;Louise;26/11/2014 16:34;Adoption;;Dog;Intact Female;2 months;Anatol Shepherd Mix;Tan/White
A692509;A69;69;;26/11/2014 12:11;Transfer;Partner;Dog;Spayed Female;1 year;Chihuahua Shorthair Mix;Tan/White
A692511;A69;69;Ella;15/08/2015 12:52;Adoption;;Dog;Spayed Female;1 year;Pit Bull Mix;Tan/White
A692512;A69;69;Dallas;30/11/2014 15:52;Adoption;;Dog;Neutered Male;1 year;Blue Lacy Mix;Blue/White
A692513;A69;69;;25/11/2014 14:50;Transfer;Partner;Dog;Intact Male;3 years;Pit Bull Mix;Brown/White
A692514;A69;69;;02/12/2014 16:53;Adoption;;Dog;Spayed Female;1 year;Chihuahua Shorthair Mix;Brown/White
A692515;A69;69;Honey;20/02/2015 11:58;Transfer;Partner;Dog;Spayed Female;2 years;Pointer Mix;Black/White
A692516;A69;69;;04/12/2014 17:23;Transfer;Partner;Dog;Neutered Male;1 year;Pit Bull Mix;Black/White
A692517;A69;69;Willie;23/11/2014 17:18;Return_to_owner;;Dog;Neutered Male;10 months;Pit Bull Mix;Blue/White
A692518;A69;69;;03/12/2014 16:37;Adoption;;Dog;Spayed Female;2 years;Pit Bull Mix;Blue/White
A692521;A69;69;Coby;14/12/2015 09:04;Adoption;;Dog;Neutered Male;2 years;Pit Bull Mix;Fawn/White
A692523;A69;69;Bella;07/12/2014 11:03;Transfer;Partner;Dog;Spayed Female;1 year;Miniature Pinscher Mix;Red
A692524;A69;69;;26/11/2014 14:36;Adoption;;Dog;Neutered Male;1 year;Yorkshire Terrier Mix;Brown/White
A692529;A69;69;Kerubina;29/11/2014 11:28;Transfer;Partner;Cat;Intact Female;1 year;Domestic Shorthair Mix;Calico/White
A692530;A69;69;;23/11/2014 12:15;Died;In Kennel;Cat;Intact Female;2 weeks;Domestic Shorthair Mix;Orange Tabby/White
A692531;A69;69;;26/11/2014 12:38;Died;In Kennel;Cat;Intact Male;2 weeks;Domestic Shorthair Mix;Orange Tabby/White
A692532;A69;69;Sadie;26/11/2014 16:30;Adoption;;Dog;Spayed Female;2 years;Australian Terrier Mix;Brown
A692533;A69;69;Sadie;04/12/2014 17:19;Transfer;Partner;Dog;Spayed Female;1 year;Blue Lacy Mix;Black Brindle/White
A692534;A69;69;Lareine;28/11/2014 16:58;Adoption;;Dog;Spayed Female;1 year;Queensland Heeler/Pointer;Blue Tick
A692535;A69;69;Oswald;26/11/2014 16:59;Euthanasia;Suffering;Cat;Spayed Female;12 years;Domestic Medium Hair Mix;Black/White
A692538;A69;69;Chloe;26/11/2014 18:29;Adoption;;Dog;Spayed Female;2 months;Shetland Sheepdog Mix;Blue Merle
A692539;A69;69;;26/11/2014 18:52;Adoption;;Dog;Spayed Female;2 months;Shetland Sheepdog Mix;Cream/White
A692540;A69;69;Kapie;26/11/2014 17:01;Adoption;;Dog;Neutered Male;2 months;Dachshund Mix;Red
A692542;A69;69;Harvey;11/12/2014 14:06;Transfer;Partner;Dog;Neutered Male;2 years;Labrador Retriever Mix;Black
A692543;A69;69;Karma;06/12/2014 18:08;Adoption;;Dog;Spayed Female;5 years;Catahoula Mix;Red Merle/White
A692544;A69;69;Gideon;22/11/2014 16:24;Return_to_owner;;Cat;Neutered Male;7 years;Domestic Medium Hair Mix;Orange Tabby/White
A692546;A69;69;;23/11/2014 09:00;Transfer;SCRP;Cat;Intact Male;6 months;Domestic Shorthair Mix;Brown Tabby/White
A692547;A69;69;Lilly;21/12/2014 15:38;Transfer;Partner;Cat;Spayed Female;2 years;Domestic Shorthair Mix;White/Black
A692548;A69;69;Rascah;06/12/2014 12:12;Adoption;;Dog;Spayed Female;1 year;Pit Bull Mix;White/Brown Brindle
A692550;A69;69;Trudy;25/11/2014 15:45;Adoption;;Dog;Spayed Female;6 years;Australian Cattle Dog Mix;Blue Tick
A692551;A69;69;Jasper;22/11/2014 17:58;Return_to_owner;;Dog;Intact Male;2 years;Border Collie Mix;Black/White
A692554;A69;69;Twink;04/12/2014 17:33;Transfer;Partner;Dog;Spayed Female;8 years;Labrador Retriever Mix;Buff
A692555;A69;69;Brutus;04/12/2014 17:33;Transfer;Partner;Dog;Neutered Male;8 years;German Shepherd Mix;Brown/Black
A692556;A69;69;Capone;30/11/2014 13:11;Return_to_owner;;Dog;Intact Male;4 years;Pit Bull Mix;Fawn/White
A692559;A69;69;Zorro;06/01/2015 08:14;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby
A692560;A69;69;Eva;29/11/2014 18:13;Adoption;;Dog;Spayed Female;10 months;Chihuahua Shorthair Mix;Brown Brindle
A692565;A69;69;;29/11/2014 13:56;Adoption;;Dog;Neutered Male;1 month;Anatol Shepherd Mix;Brown/White
A692566;A69;69;Rascal;26/11/2014 15:49;Adoption;;Dog;Intact Male;1 month;Anatol Shepherd Mix;Brown/White
A692577;A69;69;;27/11/2014 14:49;Transfer;Partner;Dog;Intact Male;3 months;Pit Bull Mix;Chocolate/White
A692578;A69;69;;27/11/2014 14:50;Transfer;Partner;Dog;Intact Female;3 months;Jack Russell Terrier Mix;White/Liver
A692579;A69;69;;29/11/2014 12:43;Transfer;Partner;Dog;Intact Female;3 months;Jack Russell Terrier Mix;Chocolate
A692580;A69;69;;29/11/2014 12:43;Transfer;Partner;Dog;Intact Female;3 months;Jack Russell Terrier Mix;Liver/White
A692581;A69;69;Lainey;04/12/2014 17:25;Transfer;Partner;Dog;Spayed Female;3 years;Pit Bull Mix;White/Gray
A692583;A69;69;Max;30/11/2014 12:25;Adoption;;Dog;Neutered Male;2 years;West Highland Mix;White/Black
A692585;A69;69;;28/11/2014 18:45;Adoption;;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;Orange Tabby
A692586;A69;69;Joy;30/11/2014 18:22;Adoption;;Cat;Spayed Female;2 months;Domestic Medium Hair Mix;Black/White
A692587;A69;69;Molly;07/12/2014 18:35;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Medium Hair Mix;Brown Tabby/White
A692588;A69;69;;24/11/2014 09:00;Transfer;SCRP;Cat;Intact Female;1 year;Domestic Medium Hair Mix;Tortie/White
A692589;A69;69;;14/12/2014 17:32;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Blue/White
A692591;A69;69;Boo;04/12/2014 12:37;Transfer;Partner;Cat;Neutered Male;6 years;Domestic Shorthair Mix;White/Cream Tabby
